episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_sampled,info/num_weight_broadcasts
13.0,0.0,1.0,403.2894736842105,114,2,50028,False,114,1,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-00-01,1609275601,122.13934659957886,122.13934659957886,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,122.13934659957886,0,1,81be6_00000,0,"[2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 13.0, 2.0, 1.0, 2.0, 0.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[157, 221, 34, 256, 282, 1000, 1000, 176, 1000, 24, 249, 103, 253, 633, 143, 1000, 176, 78, 61, 190, 396, 624, 720, 1000, 130, 1000, 11, 1000, 1000, 243, 365, 725, 3, 330, 1000, 659, 24, 88, 195, 856, 15, 615, 1000, 122, 6, 596, 211, 383, 42, 1000, 994, 19, 109, 178, 30, 616, 920, 7, 1000, 1000, 61, 147, 323, 397, 439, 140, 958, 31, 537, 1000, 1000, 1000, 135, 57, 32, 462, 4, 281, 260, 49, 54, 899, 105, 11, 1000, 16, 194, 92, 1000, 20, 100, 1000, 39, 36, 312, 473, 424, 213, 147, 110, 1000, 435, 188, 20, 182, 1000, 1000, 38, 1000, 159, 77, 1000, 12, 38]",1.3659199218892804,0.9103882242143602,16.048529580316337,50028,12
13.0,0.0,0.9854014598540146,380.84671532846716,137,2,100056,False,251,2,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-01-58,1609275718,115.96490788459778,238.10425448417664,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,238.10425448417664,0,2,81be6_00000,0,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 2.0, 13.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 3.0, 10.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0]","[1000, 663, 33, 1000, 210, 506, 108, 1000, 636, 197, 78, 308, 390, 10, 243, 596, 262, 52, 143, 1000, 225, 265, 1000, 182, 283, 830, 289, 1000, 9, 1000, 7, 258, 506, 1000, 23, 1000, 714, 93, 1000, 1000, 137, 103, 25, 1000, 353, 417, 578, 38, 230, 301, 41, 348, 135, 57, 283, 263, 85, 526, 373, 172, 133, 601, 1000, 51, 77, 13, 1000, 1000, 229, 1000, 1000, 258, 97, 143, 1, 225, 164, 92, 1000, 218, 143, 1000, 77, 118, 1000, 208, 1000, 151, 96, 398, 24, 1000, 617, 166, 104, 1000, 23, 101, 304, 36, 88, 12, 5, 46, 376, 48, 63, 367, 57, 4, 225, 213, 438, 29, 918, 25, 171, 1000, 15, 12, 934, 349, 1000, 22, 79, 170, 617, 415, 1000, 187, 88, 425, 242, 1000, 1000, 28, 56]",1.3582134558031684,0.9088213538485161,16.035209539233833,100056,23
13.0,0.0,1.15,507.82,93,2,150084,False,344,3,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-03-58,1609275838,119.53642559051514,357.6406800746918,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,357.6406800746918,0,3,81be6_00000,0,"[1.0, 0.0, 0.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 13.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 2.0, 0.0, 3.0, 3.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0]","[199, 49, 46, 539, 866, 939, 537, 228, 538, 1000, 777, 158, 60, 1000, 1000, 11, 1000, 1000, 403, 1000, 1000, 330, 85, 278, 8, 1000, 87, 146, 62, 238, 1000, 214, 82, 1000, 1000, 1000, 1000, 63, 914, 1000, 6, 137, 110, 1000, 803, 1000, 371, 598, 7, 780, 5, 180, 1000, 1000, 229, 11, 103, 180, 1000, 1000, 1000, 1000, 1000, 27, 18, 1000, 94, 29, 51, 1000, 40, 856, 51, 613, 308, 745, 301, 1000, 40, 216, 1000, 1000, 1000, 101, 74, 1000, 1000, 182, 1000, 71, 676, 28, 45, 88, 425, 242, 1000, 1000, 28, 56]",1.3700996859977732,0.9147117487596591,16.137656843682112,150084,35
13.0,0.0,1.24,688.91,63,2,200112,False,407,4,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-05-59,1609275959,119.73345279693604,477.3741328716278,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,477.3741328716278,0,4,81be6_00000,0,"[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 13.0, 2.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 13.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 0.0, 3.0, 3.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1000, 924, 1000, 1000, 1000, 1000, 1000, 355, 1000, 1000, 1000, 1000, 1000, 1000, 120, 35, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 137, 254, 1000, 1000, 1000, 1000, 506, 1000, 438, 1000, 26, 230, 262, 52, 512, 1000, 1000, 1000, 1000, 1000, 1000, 298, 1000, 352, 48, 1000, 1000, 1000, 1000, 397, 96, 1000, 1000, 103, 180, 1000, 1000, 1000, 1000, 1000, 27, 18, 1000, 94, 29, 51, 1000, 40, 856, 51, 613, 308, 745, 301, 1000, 40, 216, 1000, 1000, 1000, 101, 74, 1000, 1000, 182, 1000, 71, 676, 28, 45]",1.3814813216670703,0.9163414930373497,16.190506152635763,200112,47
13.0,0.0,1.33,733.12,68,2,250140,False,475,5,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-07-59,1609276079,118.76327562332153,596.1374084949493,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,596.1374084949493,0,5,81be6_00000,0,"[0.0, 1.0, 0.0, 1.0, 1.0, 13.0, 1.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 2.0, 0.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 0.0, 13.0, 2.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 13.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0]","[1000, 1000, 1000, 1000, 1000, 400, 1000, 8, 108, 14, 1000, 1000, 116, 1000, 933, 1000, 343, 9, 463, 150, 286, 1000, 1000, 406, 120, 420, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 61, 1000, 1000, 806, 1000, 15, 26, 1000, 19, 1000, 145, 1000, 1000, 1000, 25, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 683, 1000, 285, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 254, 1000, 1000, 1000, 1000, 506, 1000, 438, 1000, 26, 230, 262, 52, 512, 1000, 1000, 1000, 1000, 1000, 1000, 298, 1000, 352, 48, 1000, 1000, 1000, 1000, 397, 96, 1000, 1000]",1.3862560663305101,0.9170357545919492,16.23149368858376,250140,59
3.0,0.0,1.02,825.51,60,2,300168,False,535,6,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-10-00,1609276200,119.04887843132019,715.1862869262695,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,715.1862869262695,0,6,81be6_00000,0,"[2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 2.0, 1.0, 3.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 73, 1000, 1000, 1000, 1000, 21, 120, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 646, 1000, 1000, 1000, 992, 1000, 1000, 1000, 1000, 1000, 106, 1000, 1000, 1000, 1000, 1000, 1000, 15, 1000, 193, 40, 143, 13, 940, 70, 1000, 114, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 61, 1000, 1000, 806, 1000, 15, 26, 1000, 19, 1000, 145, 1000, 1000, 1000, 25, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 683, 1000, 285, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",1.3885709111632658,0.9172120584296062,16.251947330770882,300168,71
10.0,0.0,1.16,762.08,65,2,350196,False,600,7,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-11-59,1609276319,118.22441673278809,833.4107036590576,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,833.4107036590576,0,7,81be6_00000,0,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 3.0, 10.0, 1.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[516, 1000, 1000, 1000, 725, 1000, 1000, 1000, 1000, 1000, 322, 97, 1000, 397, 1000, 1000, 1000, 170, 1, 1000, 938, 370, 322, 80, 482, 562, 1000, 1000, 57, 1000, 1000, 1000, 1000, 1000, 1000, 874, 1000, 480, 1000, 397, 1000, 225, 782, 9, 1000, 1000, 595, 286, 1000, 1000, 1000, 447, 1000, 1000, 1000, 150, 1000, 1000, 1000, 1000, 1000, 1000, 19, 1000, 633, 1000, 1000, 1000, 1000, 1000, 646, 1000, 1000, 1000, 992, 1000, 1000, 1000, 1000, 1000, 106, 1000, 1000, 1000, 1000, 1000, 1000, 15, 1000, 193, 40, 143, 13, 940, 70, 1000, 114, 1000, 1000, 1000]",1.3890052459015836,0.9171266539425127,16.260523278761454,350196,82
13.0,0.0,1.04,749.53,70,2,400224,False,670,8,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-14-00,1609276440,119.21580696105957,952.6265106201172,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,952.6265106201172,0,8,81be6_00000,0,"[0.0, 0.0, 3.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 13.0, 1.0, 1.0, 0.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1000, 924, 1000, 1000, 265, 517, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 197, 123, 130, 7, 9, 1000, 1000, 1000, 1000, 1000, 17, 1000, 1000, 226, 1000, 769, 1000, 619, 1000, 1000, 1000, 1000, 1000, 29, 1000, 1000, 120, 529, 646, 1000, 1000, 1000, 1000, 267, 1000, 140, 268, 4, 991, 731, 130, 43, 1000, 1000, 122, 1000, 967, 266, 1000, 874, 1000, 480, 1000, 397, 1000, 225, 782, 9, 1000, 1000, 595, 286, 1000, 1000, 1000, 447, 1000, 1000, 1000, 150, 1000, 1000, 1000, 1000, 1000, 1000, 19, 1000, 633]",1.389539497557401,0.9176182475185306,16.272259855721675,400224,94
13.0,0.0,1.04,664.11,72,2,450252,False,742,9,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-15-59,1609276559,117.68598818778992,1070.312498807907,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,1070.312498807907,0,9,81be6_00000,0,"[0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 13.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 13.0, 1.0]","[76, 45, 410, 405, 1000, 1000, 657, 205, 1000, 1000, 1000, 23, 1000, 1000, 1000, 199, 1000, 1000, 30, 1000, 221, 1000, 1000, 1000, 767, 1000, 4, 1000, 1000, 41, 230, 17, 64, 14, 617, 1000, 1000, 23, 2, 1000, 1000, 219, 42, 1000, 1000, 1000, 1000, 1000, 35, 1000, 294, 1000, 1000, 1000, 82, 605, 1000, 379, 1000, 1000, 1000, 1000, 1000, 814, 571, 1000, 6, 1000, 756, 305, 1000, 1000, 1000, 1000, 29, 1000, 1000, 120, 529, 646, 1000, 1000, 1000, 1000, 267, 1000, 140, 268, 4, 991, 731, 130, 43, 1000, 1000, 122, 1000, 967, 266, 1000]",1.3879720021806157,0.9178628949578485,16.271483821794963,450252,106
13.0,0.0,1.1,753.28,71,2,500280,False,813,10,e91b52f12a204ec69378b51a7af91ac0,2020-12-29_21-18-00,1609276680,119.41369891166687,1189.726197719574,63,pgjurgisre356eaa01aphrcarsg995miners2ret20201229dtwnf1-h486g,10.20.11.3,1189.726197719574,0,10,81be6_00000,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 3.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 2.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 1.0, 2.0, 3.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 13.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 1.0, 2.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 257, 1000, 13, 1000, 1000, 139, 30, 277, 1000, 77, 1000, 1000, 316, 1000, 1000, 1000, 1000, 154, 1000, 1000, 1000, 18, 55, 1000, 17, 1000, 1000, 820, 23, 1000, 14, 467, 1000, 1000, 1000, 1000, 1000, 28, 56, 1000, 1000, 1000, 1000, 1000, 6, 1000, 1000, 216, 1000, 1000, 1000, 87, 1000, 1000, 1000, 42, 1000, 717, 1000, 1000, 1000, 1000, 652, 1000, 1000, 1000, 1000, 1000, 35, 1000, 294, 1000, 1000, 1000, 82, 605, 1000, 379, 1000, 1000, 1000, 1000, 1000, 814, 571, 1000, 6, 1000, 756, 305, 1000, 1000]",1.3890175987845799,0.9182110445599082,16.28304804425375,500280,118
